num_of_morning_visits,num_of_evening_visits,num_of_afternoon_visits,num_of_visits_in_weekdays,num_of_visits_in_weekends,business_id
92,88,112,242,50,"K7xm1AAdThx3txHkoWVyCQ"
2,4,3,8,1,"4HsketVH7r9tWcEajUsPRw"
4,1,10,9,6,"8VrB_DskeT2jzKF5DILRYw"
14,7,4,19,6,"kcAqtjNrXrrx6kWShEEKaw"
49,3,6,32,26,"Ls6GT_UCd5azhp0gW2hZTg"
52,25,233,282,28,"is2SDggS0fEXM-gcW7ch8g"
2,2,0,4,0,"oTPw_nUPCqY-x98-lvTVmw"
5,2,12,19,0,"WHgjRTwbhJA3xj0rKLj65Q"
2468,699,1740,3732,1175,"G149aO4XXAKBsUcksvuI7g"
38,0,12,40,10,"nVkWHJB5Vajy_6pGOVyXZw"
4,4,16,12,12,"bnnL1mLnULI-wE0nnahy0w"
20,34,45,70,29,"tONuJUMGL394lS3MM0UmzQ"
6,9,1,10,6,"bHEJiOh3xH194okObtihRw"
5,23,10,23,15,"AFcuYBQaZh8GpRjx_ynmnw"
5,0,7,9,3,"CZFC5QXCeGDU0wvIVETzSw"
5,0,2,5,2,"IxswtZPKKnim9PwfbNrKCA"
41,54,83,142,36,"TYDIp4ANAtMMNca7HdhEhA"
12,6,13,26,5,"e_Rh2Brcb4Dmx4MaRNrW8w"
4,16,1,14,7,"OVvmGkAaYeZLt8cyToZY0g"
4,1,5,8,2,"OSTuBVrg6XRmknjDbUnFHg"
204,37,130,344,27,"MARnq1WoY-FY88ucIxYmGg"
4,0,3,5,2,"d7Q_aNYZYeXW3Vy9TpJJaw"
6,0,2,6,2,"3HT-8CjIat_Ao3XrGZjq7w"
29,54,140,164,59,"V2OklcMY8gTJ7czpdLwgfA"
24,3,19,34,12,"x_bRkYlFpJsgHav7zSt7Vg"
0,2,2,3,1,"ti-_ym7LdzkFFg7VAtTBsA"
14,81,12,69,38,"n4EpJ8iiVbtL6LfLHm7kfg"
47,2,12,41,20,"J5zOI9JM0A-iYo5U1TOvdA"
2,13,7,19,3,"KcRfwe4wUawEwst4vo9tmQ"
359,287,227,610,263,"uyEUL3Oskfa1fOYCksyM8A"
69,0,55,81,43,"cSA2pB43cv71ffdIvaEodA"
0,6,6,10,2,"QLnEcoc7B_ZmAYozuivTMA"
0,9,9,16,2,"9LwLCihzKdgSLwkx8Giqig"
12,12,19,37,6,"cIk8OYlSsNE0w_elgUtqWw"
89,477,376,697,245,"Kxp8cIMt3-vxwtCSsL9QKQ"
17,3,10,20,10,"fqXEUSuwwT-yeVSRTSdOcg"
6,3,5,10,4,"F51yMzH2Qk8mJ4umiv_IZA"
0,0,3,1,2,"pS0Ti9UXli3Hi9gAjWLeRA"
1,2,4,6,1,"bb45kilCGJFTZeCJKplA4w"
2,1,5,7,1,"dIDocPgkwnYt1aE41LUqCQ"
14,49,40,61,42,"dGar8pDtGR5_6IIRqMfcIQ"
5,9,21,27,8,"jGs5D_QUwDp_dNzj6YKEbA"
7,13,9,27,2,"ycVUEJ7ol4CJCuMsNApufw"
19,2,3,22,2,"Dl-IjhyLyB16dXo_1cqH5Q"
3,10,3,10,6,"ZEuGHuIZfVXU3THVIMys9Q"
14,53,19,67,19,"8TFRCfyUd5xIs9kizNgo_Q"
18,128,61,167,40,"OFI8tngHQ3UWw-fCLmDv5Q"
4,4,3,9,2,"9x2nOxYt8Dt1B7uH9rWdzA"
3,2,2,6,1,"M6DS4cLv5Ib2Kw2xSrH3cQ"
40,4,22,50,16,"TQaGUEuireG5oNnPbXHDHw"
0,5,6,8,3,"OM-wStInVYhMHuxOvLvs5Q"
10,113,63,133,53,"dai-Ksa9NOl-0cVS-v9Zzg"
73,432,263,603,165,"83RLRT-MsvXQJrmIanqVYA"
6,227,19,199,53,"U8pLRrR-17w74U5cWLDWmA"
9,17,23,39,10,"JjXoyAeJdiosN-OnhC4cSQ"
428,11,44,330,153,"gbLPR7iykaZaHtE2spUxwA"
11,71,23,81,24,"8nGJLDwyfDcwlglMzYgcQw"
57,14,8,51,28,"DRC8d7Qsbg7UI675ooXUGw"
5,5,5,13,2,"FIo91jpKOYVWejRId9DR_A"
14,165,108,210,77,"OjrgRcLvYttRGQCew44cOQ"
11,2,10,14,9,"oE19Pyo5lJnVtmsaPY8Y_w"
0,3,4,6,1,"E4Bg09hV2AtwVECqkZHuog"
1,4,8,8,5,"VLwK1hiqIIYmuNhjfRC-Hw"
15,0,1,14,2,"vLVJXsQ7HKRBZXmuHlIymw"
8,1,6,14,1,"GLmISfAZwznMqDJB5BFxtQ"
52,380,213,473,172,"4Y9-JiDz9EVR_-UkUv4dYg"
5,0,3,5,3,"drwFSV1qYQ4gZg0ZSR7xeA"
4,19,13,30,6,"Bmn2jC8NM5m2WvnYoYMKNA"
0,4,1,5,0,"7F-dmT52wySWJXCb4M5Wzg"
22,40,20,60,22,"9jz4vpt_bneKZ4BVaSBrVQ"
2,17,2,15,6,"58JfJkxb9BUcvmB2_W_mQA"
1,1,1,2,1,"k1zMPb5Ybf-yV12U2cqRvQ"
70,74,64,144,64,"Z_aPH8Eu9hS4_0O9YUDuvA"
21,0,2,22,1,"K9dgonPjQa0KHyrTEVAR2A"
2,8,9,12,7,"Qu_19GEp2B7MfRtI5hErrg"
6,21,6,26,7,"SNbqEIpejXFF4-sUEeZHRQ"
1,2,0,2,1,"4OxtHxbRSSMpDICHKhD84w"
4,0,1,3,2,"ayqNor0mYeYrD5fDnBIvsw"
8,0,4,9,3,"3jviiNH7_-TYojQx1ZQqgg"
5,12,22,25,14,"h54NKH9RFfbpsk0zX0flBg"
0,1,4,3,2,"ETDfKjZXm1Bfbd5uyqeA6A"
1,3,4,7,1,"NRut8KNbrFTxp3h5rW2_Vw"
128,151,207,355,131,"XrEXdKVM1naBkuOcLxU7PQ"
3,2,3,7,1,"OFn8L96Ohz8KmCJMW-izNg"
3,3,0,5,1,"IAKgni8zlUjnfkKFT-nVAQ"
2,2,3,5,2,"VEgWDEC0JY7gucB_xtOCRA"
0,2,1,3,0,"yGskaovVhLSTrwmf7JbKlg"
1,2,1,4,0,"_l0HM7wz1hZISzZAqm8B7A"
6,1,6,10,3,"6Bawco1bO3soyYPv1ZxLvg"
1,1,1,3,0,"V_qDmDGc1M8dHcvciIIz6w"
1,2,3,5,1,"5criippxElHfQ2RHzl3cXg"
0,0,4,4,0,"rqApWI3zpJB7J50QBoMnNg"
10,12,17,27,12,"-or9TaOIt4vNJoTT-sGuvA"
10,12,21,34,9,"NzZJtBZ09P9cyT3UJsgJDA"
5,2,10,10,7,"QvlwBGjd_95Hr9BM1ogTkw"
1,1,4,4,2,"602gnSwkHsGfftakZ1ckaA"
1,4,3,5,3,"uVNhjZbAjraiidicvedEnQ"
17,55,38,76,34,"2UlWu9npMaKUlpBWxr_R0w"
35,344,173,393,159,"cP6pQuoPKIoaFQBa09e-Vg"
4,12,13,22,7,"XJ432zupKvaoh1X_TNH7Wg"
5,78,42,89,36,"UJ0ticTb3sDd27hN01QtFQ"
113,505,564,878,304,"kR92Dbu3jwrODAhATsZ_3g"
2,5,2,8,1,"A5MadrE5Dd_usQUEKmW5pg"
8,32,20,51,9,"QM3dsi5TD4FCL0BpFU6frg"
1,1,2,3,1,"v6W5EBtuqQWfIVfybyT82w"
5,4,8,17,0,"VTfgUVFgjSOVhSk43Y_wEA"
0,0,0,0,0,"qRyiBbHWhCyH2TlIGKoKFA"
4,3,7,6,8,"DofEs6CWn4nrvCbr7rObuA"
12,0,0,7,5,"-_pcphszl0i2rWJd20gWIA"
9,1,9,15,4,"AX_uezeXP-0f-fk0E9kU7g"
5,0,3,7,1,"OaXMHh5B7aoUVD81R_pAbA"
27,142,7,130,46,"828CmrhMEUwSzrvZAlJ_LA"
3,0,4,5,2,"CB98jqp3uffVmVfthspkrA"
77,5,38,98,22,"3ReIdkMJl9A_W74YioWBqg"
14,138,65,176,41,"8jTAfGcJMLs9VNcG4dndNQ"
0,0,4,3,1,"c4p6gNbuglD1O6iCB_absQ"
9,12,10,25,6,"NGd6y0mliDBWUinZrHV95A"
113,78,78,202,67,"358EZJ3WFHId1_ZClU4zDQ"
33,3,63,86,13,"T67Sp60-oA2x15reB7EqiA"
19,13,4,29,7,"bjdCWCvMcZ5ZYZ461LBcZg"
75,266,76,288,129,"xF74A0bux_Nq_QuJ0Ivsbw"
0,3,6,4,5,"onIBfBtTTnghlpqqduHHog"
14,6,9,16,13,"RRaEjsCiOEFGWfuYI3SbKQ"
40,2,24,53,13,"Kx8842zAWXdaBkXtY8I7Bw"
14,1,6,17,4,"DX7ccaYDgcVUC5o7m8G48Q"
8,172,49,195,34,"pLFxPgDiBJwJqgKlEEVw1g"
11,57,13,68,13,"Nx62aYg7GSJMWeo8C4uBcg"
4,3,10,12,5,"G8jVaHvrlPFnorQ2Txkjvg"
46,15,90,119,32,"lzoHy4zrJ_avbJGO5HMOUQ"
1,73,19,83,10,"pOnII1mwuSbhfEyUKi2_Bw"
2,0,3,3,2,"4QHsthOmgzugdE7-lGMPkA"
9,4,36,38,11,"EgyzoNo76gKJ28dP8LBWwA"
16,0,18,28,6,"DMYuhZHauefEygVmnlkQgQ"
6,2,9,11,6,"_2B1bQJfBTwA-SUUrKApsQ"
8,66,33,71,36,"yRE7ejY68bYBYvDxp1zXMg"
175,1271,35,1078,403,"HpaYCM_NCauI72LLXxC6SA"
136,153,296,487,98,"svx5Gw-FJ6ZU9hb58aXgLg"
39,139,79,194,63,"MlLFIBq_ZlagZ26f4Jwunw"
9,1,15,18,7,"joU_SO4RAHY4N3lBiTYkKw"
4,2,6,10,2,"Ew_BOifmNQrh4P1VJvK5qg"
3,5,2,6,4,"ViklBzIqT5jR01zBXWmOeA"
19,0,1,14,6,"e7YYS_1rMdcnZwgxPsEe3w"
74,114,30,162,56,"0PvX7W9aW52qAsSKE5Fxvw"
0,0,0,0,0,"-LSe47iB69VM1NaipPeRMg"
4,5,16,20,5,"0ZWLw7PHeLJanwCuP-VZ6w"
15,88,60,118,45,"fgBOA1vyev-QuGPlx7c5fg"
45,8,19,59,13,"5ALqZbLAonfCRZMY-X_MyQ"
10,55,23,68,20,"g-TBu9zJSWZn_8jdGQIBqA"
0,8,8,14,2,"qNI7QYN2gLJyHWfGk3CDIg"
28,0,26,52,2,"FWi8xLHS62E-pwE6G0qi2g"
13,8,13,26,8,"GXFGkplPFqeI83LR04H1hA"
22,6,12,35,5,"OWx889sHtm9sJXPBfCJyXQ"
27,6,36,53,16,"anYjyT9mLZthbJxXk-spfw"
5,0,0,3,2,"3TB9OQ2K9gIuJD5oe0H1mQ"
15,9,8,28,4,"hj_aeVt5fmi4199T2ShWXw"
2,4,0,3,3,"2eXDnLT-T6odgAOrx8F2gQ"
0,49,9,55,3,"up-zdXnYgDCQBraf1484CA"
6,4,9,13,6,"euCkyosDBfjQM5WW0QYxyg"
1,1,5,6,1,"vdwGuu3KfYR3tyQQl41DwA"
55,216,167,377,61,"xJoquhJYPujB3S6hDa3jqQ"
0,0,0,0,0,"oc_KWQhtPgUGql8YVlC17A"
175,0,17,108,84,"t259KzpmEzYRJ1bx4RO9sA"
3,4,9,9,7,"hB8lmK-nzU3Ptwpe9hGG7g"
3,23,18,29,15,"yIXOZJQXHAw3Zp9mVqcPPQ"
0,2,1,3,0,"VGIn3SBGgAeDXxo0b5P5WA"
10,16,8,16,18,"PpLwnTdW2UqlF_slNbjTfQ"
4,0,7,7,4,"o5FayPBWxlmOAmqsYTUO4w"
2,1,2,4,1,"-dUolJA12Sfe_VycrNJDkA"
1,1,5,3,4,"V_x0Dsu6K_ZWL8Xt50WhVw"
12,10,23,36,9,"uaZH-cP3aGu-Jgqn_Z_9Uw"
8,13,17,29,9,"3tdCSbUJM9mOSnrj_BJeJA"
2,1,0,3,0,"Jw52eQW9RtGX8KCkesQLxw"
2,15,11,24,4,"0dMBbFPlLVdvRawWi_FXCg"
19,35,33,73,14,"1aVoTMfh1UNQCJ0uZ4Ki0g"
0,3,0,3,0,"8_dXJxIb8hognNMx6qiQUQ"
1,5,3,8,1,"2Tv327jgsGKZQttKsrjKLQ"
25,155,86,195,71,"XoHQthnunI88ejRCxjOQwQ"
8,5,17,24,6,"h3ZtV0jrxEHp7PmEIAGpDA"
10,1,3,9,5,"a5t_OgKm0Q4kEDZ3wTekfg"
154,54,5,140,73,"OwAjNbP1YzH5g3RYJNwd_A"
1,0,2,3,0,"kfST1tybDAjRg0R-LJ_WZA"
7,11,3,13,8,"PXNyvho329t4GATlW3PsDQ"
3,7,4,12,2,"-FFd11oo1Q9uGc-UJfcHZQ"
4,0,3,5,2,"twFlGCu417iYr-ZsBOqJtg"
0,19,3,20,2,"ZZH7a0rrEcLu9bAU9eAavQ"
2,0,2,3,1,"MQA0bf1L6yRRLJTTK1wBVw"
2,1,7,6,4,"sgc5cOJVTsYU6aiuy8afhQ"
3,35,36,47,27,"eJiwqo73_qmzn3Shfn7aaw"
8,3,2,9,4,"mI83TzzmAaewYuYz7yNUYg"
42,14,82,103,35,"XsoAiKBAVga--j9hOiGVJQ"
2,6,0,7,1,"7Y9J9-G0fz4BpoFUsef1Gg"
6,0,3,5,4,"dOpldzgZ82-_79dSlHsKUQ"
9,681,62,555,197,"mTRtKgAqlbVS8QoASwgTug"
109,0,22,110,21,"_tBkysAUsKNoki7Gmvi1ug"
3,21,2,24,2,"zweNypn2M0mjNNDtNL-a_Q"
206,475,549,855,375,"Y5GPZgCu0UeGy5NiAKC6_w"
9,6,19,25,9,"I9BAtXFI44xaK-I36cSAqg"
4,1,6,10,1,"RQRFKOL3zz7X9FEmUQ6_wg"
36,146,68,189,61,"sJpv6MouGQhQOt0V0W0UYw"
13,11,17,33,8,"-50sQyEuqRFKYTc1QHOZoQ"
125,19,65,138,71,"fvhYJGFHWr3frUW6jZl97g"
260,580,692,1125,407,"5fu41tfqTU_LONb95t1Dkg"
6,2,9,13,4,"ka15uLcFmPBDp8hauLh8lw"
5,9,15,16,13,"equDbnupYb_RYWln5GY9jA"
2,1,3,6,0,"cFysUF8HrMgK0JfAST2vhQ"
1,4,10,11,4,"p6_fZBMZJaDfYPT4bN7jgg"
9,2,4,11,4,"ANA1tRdfLsoZEj-6QZXL0A"
5,0,20,24,1,"2x-YQ1W34bClos7msL3rjw"
17,31,26,53,21,"S70O57tb773gGFShZbUiqw"
3,1,7,11,0,"EVd903xbs5hk59zGVi6dVA"
0,3,10,13,0,"h7Tj4kQU7-52OBpZB3Z6WA"
9,21,4,24,10,"8fwu4yAoCs-n4miFymat7w"
31,1,33,54,11,"vBH0D63OloLULIfzscgO3w"
1,6,22,23,6,"ySSgEOMJXv_IJX3D0l_GHQ"
8,78,44,84,46,"yS0IzGJDtGKZubmGIbrZIA"
9,0,7,12,4,"lad6ZIwR3kp2TY2fY_1D3w"
24,123,63,155,55,"mFMXHjGk2rJqGwx-3Wh_2A"
7,4,16,26,1,"KU3Y8aya5dLYwzdvgSFpPg"
12,13,30,33,22,"emY2nzk7UTlucmyvLzGn4w"
23,35,65,94,29,"cHuLkEKdPV84ZgXT-8a0ug"
0,3,5,3,5,"LM63XKwg3fkU9hd2je6G5A"
22,4,26,51,1,"0MXEjPJdyOUHVWnoE6UPjA"
10,20,14,27,17,"ZpUj4YnpIESC-Y6w0nDsZA"
139,73,312,422,102,"iR535TnJtX9aC5mp6vYprw"
2,2,5,9,0,"Tkf5aRlNXMj_W6qC-I77GQ"
22,10,36,51,17,"5vq85Qb-d2mL8lRAX6tjOA"
1,8,2,11,0,"xYjlf3pudcIn7gX9p6idVg"
1,5,0,6,0,"df3D3eRm-jLGm2FIE02ulA"
4,0,3,5,2,"NOscNsgq00__WtFUSQCZrA"
124,0,35,114,45,"rPsK-r45WT8zCjSPzUxCKw"
14,2,4,19,1,"9eM-JEUMWFuoLUzRZ-15eA"
0,3,0,3,0,"cfdABauYW2B8aBSF-JexSg"
1,0,3,2,2,"fNr2bFZsAiTl5qjNQ9-SAg"
6,1,8,12,3,"7ZEFAt6yrGOCpMKN2tuaFA"
9,11,11,25,6,"7XcpLYlCxONVR07w-RmXZQ"
11,6,16,22,11,"DZ6JD39qvgfTdAfEehRl3Q"
8,2,5,14,1,"hH1LPiHDueU27kWO1X8dVQ"
6,0,4,8,2,"bk7DkEEJySmSYSvkIMODVw"
143,0,10,86,67,"qy8EKF7IXGe65_wglj4AgQ"
19,0,15,29,5,"ChpD84anxG4iqE81q27R3g"
22,0,4,20,6,"8Ls8uwZnll6nQw7oY7gb0Q"
1,1,5,7,0,"Uw0y2pGiEzfc7qZ1CI6wHg"
1,3,3,6,1,"ZtUoCXdu0o3F2xbzG2LHlQ"
1,13,6,14,6,"WSVLmH2Ggyn43RYZhDOVPQ"
3,57,18,70,8,"4MZBPKr4Kmw_5hiElostjw"
11,11,34,38,18,"ZTTZ2Dcf3VoljpCSRbyzOg"
4,0,6,9,1,"mlMQ_g76ESnMlL25uAjd0g"
8,0,2,9,1,"tI5I_H-9DwDTm0EUvbVLcg"
20,0,7,9,18,"ehjIZF12ZzG9kTeKzhQTgA"
18,44,65,82,45,"0QaG1HETVFRRZJNiCgQRNQ"
9,104,47,120,40,"agAVp73coNTY6c7cTiRVsA"
0,0,0,0,0,"DkG4CxOeGPITo_qOXMFtWQ"
52,54,55,113,48,"lmIXtLgu1tIoFAsqXnTpmA"
10,3,6,18,1,"dxeL2jm91h8DVenIV8Tmjg"
22,1,5,25,3,"P2dmsxkTBj8R3MAO7MQQQQ"
5,84,41,84,46,"LjK4xi1wgtU3pfUdjzQXDA"
0,2,4,4,2,"pasF-h7vd3G9NvskAftnBA"
16,3,15,26,8,"Pik0Mlp4md7daoBjR4emBQ"
11,6,25,22,20,"u9fGTrUgct1B-OJYbP0Y9w"
17,15,11,30,13,"4r4IE9V5GNaUhWPRlYQ_4A"
49,37,38,96,28,"OGDba-6RycMsWLKmF584iA"
21,3,1,20,5,"QfF1yVaqLi1mnRVukeQyTg"
7,6,8,15,6,"PzL3rhwwlCDcZ6_b5gZwZA"
21,3,6,27,3,"fI-_7aWpVr6NdCrUNKtEkA"
83,78,82,162,81,"VmkY0BTTVlR75CdjubIESA"
34,8,21,51,12,"Sa9xwdoE_teTp2fN2fAXeA"
191,7,36,178,56,"II00AUee-QcNFol9XTiXEg"
40,15,6,43,18,"jDBWPY5RT9WYOHTYZFAr0g"
27,5,17,37,12,"_1YiY8tskmdMtqs0RP2JuA"
145,13,77,204,31,"vtGraRCZzG5q1lpipR030A"
12,16,32,56,4,"khvf19bXVL6TwHxLMeowFg"
2,1,6,8,1,"swihlk16mDicr2UWpgQF3A"
1,0,3,4,0,"nPAzVlowJlsHaoMYlnt42w"
1,8,5,11,3,"aDkOXUHROtAYTiFvqnx55g"
14,111,47,122,50,"Ug6Q03FSQ2LM_MrVddLaZg"
3,4,2,4,5,"1qedWtgdfyEDv4HHHQ8-1g"
8,37,18,41,22,"i04f95QFe2XPHg6n02DsBg"
0,3,0,3,0,"qzilv-nJ9nsYdEAzL1gIRA"
89,287,120,386,110,"jfiWnT1G0Pzq1PtavVjZaQ"
10,0,1,11,0,"F5Cprqitghoo2RaZBKdlxg"
35,134,52,221,0,"8YlA2lFOx7txI9ouCw4C9g"
12,635,156,643,160,"UB2j_EV3CIM_E4LcpadKMQ"
1,24,16,32,9,"TZhv0cOt0UHoORlG0I5JHg"
2,5,9,15,1,"_izZ_euPbjphpiobMkLzSw"
3,1,4,5,3,"a9bzKCY9OOvl7Lwkcbrifw"
4,103,36,104,39,"_VcrPnJrF770airgFiI1GQ"
3,0,2,5,0,"ol2UmjInB8oyHdyI8T2Siw"
4,3,9,11,5,"29yXAAprOq0_Jrv8hYp-6g"
8,0,0,5,3,"inngNun5R62Hq2J_5sJhDw"
143,590,453,842,344,"v1aLzjTphPc6IGIy9k96vg"
4,29,28,41,20,"Au2PcSBz3N212S7D10EbDQ"
71,215,121,277,130,"o20LJBWR6NUEuwQLs7z3Hg"
0,2,8,9,1,"nwPHhFKteoUmUKbbvJfZVw"
0,3,7,8,2,"_yv1fGUrLH52070CFM4C5Q"
2,2,0,4,0,"Pznoxvf9tre8s8kHJcdveQ"
8,0,8,14,2,"OdqRqK7e6z8apDkhSw8PbQ"
16,1,5,22,0,"-XbfhJimzUAjatLWV76_2A"
14,1,1,9,7,"9P0ABzOPc2O8pqZxF2mcUw"
15,8,12,32,3,"xZiIUCZ-NMmkxgYb_NbDrg"
20,13,24,41,16,"_iA4svuQPq5cMJ7HfwYN0Q"
27,2,11,36,4,"lxlUWsLP_x65tsvYSzB-EQ"
41,60,127,164,64,"shvwb7FSRbG8KQvIj4FIQQ"
104,79,238,305,116,"Vem91uL0NUK_HzS4qNdJAA"
14,40,48,86,16,"mBd63SjmO72qkoy8jvLd7A"
9,32,28,42,27,"-TulfYOMTsrqVVvjJRk4Fg"
3,5,7,14,1,"TmfMJ8cPToYlw52han-Jyg"
1301,8,300,1081,528,"4X_XAOeMw7AFkYhg3NINJA"
23,34,34,67,24,"bVNXS0uMq3BKIrnLHTvpbg"
28,77,89,141,53,"PNHXpLc799mkFipy5WlN6A"
0,5,7,10,2,"sWk6j9JEQNRPuemF6IKwCA"
3,0,1,4,0,"2VK0NrB3agVOYmpkMKKrsg"
14,18,29,49,12,"-yTdxWCadi8Kn1H05getKQ"
10,0,23,22,11,"u61Pw9H0f64KBA8mCSU02w"
50,58,25,94,39,"O2v3n4EHhME9IbLEUBLtng"
5,0,1,4,2,"8VotxsHXFwfbHtOPAPazzA"
6,86,40,60,72,"s9sTtT5tlqAMgR4gYvLogA"
12,93,27,93,39,"r32adXBTc6xVWWT3Tr5_yQ"
2,5,1,7,1,"o-Y5Ois5awDNJHPNBVtp5w"
2,1,2,5,0,"cTJXbgS_R9OFuKjPxsrglQ"
28,36,69,104,29,"Cd3uJtsQtG3vJ_WLGp7YZQ"
24,12,12,43,5,"0mLadTWoDC6K_NFLMe29mA"
1,14,11,22,4,"eDphP7RHVudYiFOpf8r5WA"
2,5,2,8,1,"bkpSl-P5A7VDB3KcL7jxaw"
10,29,10,45,4,"eSzd3NNX6rf-qrLNP91OOg"
0,0,0,0,0,"pLB3jT6v9IbBlpcpIgwb4w"
73,485,492,757,293,"KrFkX0kVeCrjdqoakXYy8w"
0,0,0,0,0,"OZwd3FuSzwznTwS0q24_FA"
11,120,51,125,57,"a7Qk3nMgJNwEzZygfstnyw"
0,0,0,0,0,"sGXuYjWNz8rOESoyk4BMdw"
5,5,16,22,4,"H8eT3Ylf-CgmnLFqqb6pTw"
36,10,16,44,18,"DGefUzRCebtJfeoXvtv-nQ"
38,6,47,59,32,"Udpuw5x3x081pXnkYvbV7A"
35,1,16,34,18,"a5TniXbIfKFZKo_dVYkjgw"
5,1,3,5,4,"YEvpXxaDReqcUolEdhy-7Q"
6,2,13,13,8,"-4kZWIPq6f5HHQP6GTZccQ"
47,3,20,65,5,"L3UKuOr7ANTpyAkJ8PRKkQ"
12,215,74,240,61,"IfaLsdrW6b5u-6yFHLVjhA"
1,21,9,27,4,"3W_K2wmNQPETDZkfmk9G2Q"
5,4,21,19,11,"79oVSwNtdAgrBmqVD5PUPw"
3,0,5,5,3,"HPJXAmhjM4EfE5vJ_uIr6A"
47,0,7,45,9,"Acvp0JnNJlb9vDCMA-nswA"
238,7,126,363,8,"rcCGdKxMPJk4lCzZZ1i_bA"
39,5,15,35,24,"dRKnNIbkEUutGPAFrOmVSQ"
39,0,29,55,13,"AO_3u-MZ_jaxKSmGoPBKzQ"
7,4,4,15,0,"iejtLfkFumgWZmuYcGMhnw"
0,2,2,4,0,"n9lT9ca7YOaZ_mbXLqBXYQ"
5,1,5,11,0,"Y9G23ZxHfX7o4ZAbtsGCaA"
8,3,12,21,2,"_WHc6Iwi40s2gcvkotEoOQ"
8,1,1,6,4,"F-qI1p6fn6KMCiU4HJ9vkA"
14,1,8,21,2,"j68V_uKnzfRsOjfY3ayTMg"
194,4,57,160,95,"Xta0mTpGJWC2yi6kiQm_vg"
235,3,40,157,121,"sMU8K-iUc9VewvH91Ep9_A"
1,5,7,12,1,"QonwdxkH3dBMioaBtQYQvg"
5,3,11,17,2,"uwseOQKGKBBqEW_9WNNI6Q"
2,19,3,21,3,"Bw1X7qcWTUHvKJyUN7h94Q"
14,5,10,28,1,"rMaPfbdi-dA0C8kVLXnpoQ"
59,3,16,61,17,"NxyPHhZRSwPFYr1HZCLG0w"
17,30,11,35,23,"7Qlb201gURKi3D0SKEWFrw"
42,316,158,393,123,"TgIJfXqEKE-JsD0QUoaC5Q"
4,2,8,9,5,"MKiOSSn8lONiMgZednCfXw"
46,23,51,88,32,"rQ87T7pvTJ4H7K-vYYTQfA"
3,0,4,7,0,"aSgty84B8JgKqSJpNhMyxg"
3,0,1,3,1,"bssgu4B4ViVNgAvRVpslPw"
3,0,5,8,0,"jzEX2uimhZZXTej7tJOGcA"
134,2,4,102,38,"s1i_CDQ3Aawyv2Uw6RsT7g"
24,0,6,24,6,"ukJSABWlLXj7r9dxOgCOOw"
8,1,16,18,7,"S2ePEeTSDuC3_XJFeEke9Q"
2,1,6,3,6,"lFmSGPlJrPrkxOY3DkxO9Q"
2,0,4,6,0,"Hjefge6EdUepbVbvDnnmOw"
470,573,756,1298,501,"82yh4-ZTPaBaKFFgY5kuzA"
12,11,14,30,7,"2zag3j-zdjBsDtIbVYXxLg"
13,162,73,192,56,"dWkk-jlHMcMdLgcIFl_KvA"
9,25,2,26,10,"p9riNqhTzGbWNXX8HN_E0w"
2,258,16,221,55,"NR_8LIX-oG50jUQpziBnWQ"
3,177,4,143,41,"i2ZfdVYWL9GnOD2gjFaMlA"
2,0,1,2,1,"t60cKgEd49NDJiumci4i9g"
6,1,9,16,0,"wbIcX_Not2YWaIMM5NG8Ww"
4,2,7,9,4,"mZw13t8z50oREuspncZ-Cw"
59,2,11,59,13,"Z2yRLKNeAVKyzrsJDMyALA"
2,1,0,1,2,"QTktJj-qXH_xmLiIGGuMdA"
24,286,207,342,175,"v9_MNjWori0tLWErWP7y2g"
4,0,7,9,2,"597qhd_yZjnsXt8TyaBbSg"
2,15,3,14,6,"Ruj3kkRBTfvW54YywsPcIA"
51,23,30,72,32,"631zzmupxMYzj5WccNYJUQ"
14,0,4,12,6,"fgdUJktgg7hnwL97m38FUQ"
184,34,40,199,59,"tjrG6nZrTjqh8l17X54PJA"
13,39,54,93,13,"8tNf1kaa6uyEVnSGMhx9Hw"
10,2,5,16,1,"smDDNbY2Or73JmR7HL1WHw"
13,46,34,64,29,"NQepW13jaKEaADHUDOtkMg"
0,0,0,0,0,"Nn7w0B09A1ZRxHlXlmYpbA"
0,0,3,2,1,"lvpp4IIL1OWVj5RH-76KXQ"
1,28,34,47,16,"ibeYJbVaxeimBdTUkIVSRQ"
9,10,2,14,7,"hwJPXFOeOhlXJllncnUU9Q"
6,0,3,7,2,"8ObIrduWIFbCM_zM7I75Wg"
13,6,10,18,11,"-jILD3f2BRwZqv3qMKhpew"
11,17,21,33,16,"4v7jLCAJ-z-vWXDIYaNT1g"
7,0,1,8,0,"GcTXCP8D-g90Lj1ceEdw3g"
7,0,4,9,2,"y-hCSgYyhW1qRkZVVg2QYA"
60,1,18,63,16,"1Gu4Ei5MRllLM4y18CB3sg"
19,1,11,22,9,"Uht28UdutEruraVzxhggjw"
6,0,10,16,0,"xbXKtlfUkM3Ve716dfch4Q"
10,3,8,17,4,"E2saBG7KzXvWOrfF4L1qQQ"
1,1,2,4,0,"7_l4Aq1y3FQqIumWFw7Ksw"
6,0,3,7,2,"TKeBd_Pga579GMKdOWgPfQ"
4,4,3,8,3,"_a4Ri7mWZcVBDtfZ4dEYeA"
5,2,5,11,1,"fh_OJcXNeh3Gg4V5tWbIRg"
